DATE_OF_SURVEY,YEAR,MONTH,lat,lon,BED,BED_NAME,REGION,TOTAL,AVAILABLE,HARVESTED,Shape__Area,Shape__Length,cuti_lat_band,CUTI,SSTA,target
2000-06-06,2000,6,33.2,-119.96666666666667,14,Redondo Beach,Southern,50.0,0.0,0.0,117153862.1875,50352.9789631703,33,0.382333333,,1
2000-06-06,2000,6,33.3,-120.03333333333333,16,Malibu,Southern,400.0,0.0,0.0,116603857.792969,48110.9810820924,33,0.382333333,,1
2000-06-06,2000,6,33.35,-120.06666666666666,17,Point Dume,Southern,400.0,0.0,0.0,227537582.628906,80615.5837240345,33,0.382333333,,1
2000-06-06,2000,6,33.6,-120.23333333333333,22,Santa Barbara,Southern,0.0,0.0,0.0,35111681.0117188,25526.1468934694,34,0.478333333,,0
2000-06-06,2000,6,33.4,-120.1,18,Ventura,Southern,25.0,0.0,0.0,77335509.265625,36475.84435286,33,0.382333333,,1
2000-06-06,2000,6,33.45,-120.13333333333334,19,Rincon Point,Southern,25.0,0.0,0.0,90594675.2109375,40331.1613572221,33,0.382333333,,1
2000-06-06,2000,6,33.5,-120.16666666666667,20,Carpinteria,Southern,0.0,0.0,0.0,83283203.9765625,46375.921760517,33,0.382333333,,0
2000-06-06,2000,6,33.15,-119.93333333333334,13,Palos Verdes,Southern,50.0,0.0,0.0,161349145.34375,65128.7157887485,33,0.382333333,,1
2000-06-09,2000,6,49.75,-129.75,215,Pfeiffer Point,Central,50.0,0.0,0.0,95999029.2539063,42675.0467074743,47,0.124333333,,1
2000-06-09,2000,6,50.16666666666667,-130.0,220,Monterey,Central,0.0,0.0,0.0,152980163.273438,65193.5169392731,47,0.124333333,,0
2000-06-09,2000,6,50.083333333333336,-129.95,219,Carmel Bay,Central,100.0,50.0,0.0,78839781.0429688,44329.762802577,47,0.124333333,,1
2000-06-09,2000,6,49.916666666666664,-129.85,217,Point Sur,Central,200.0,100.0,0.0,231965286.355469,90216.5337860626,47,0.124333333,,1
2000-06-09,2000,6,49.83333333333333,-129.8,216,Big Sur,Central,0.0,0.0,0.0,107893424.28125,46350.3541402648,47,0.124333333,,0
2000-06-09,2000,6,49.66666666666667,-129.7,214,Lopez Point,Central,0.0,0.0,0.0,190496725.132813,71296.7864156144,47,0.124333333,,0
2000-06-09,2000,6,49.416666666666664,-129.55,211,Ragged Point,Central,0.0,0.0,0.0,180541262.195313,69790.3299837214,47,0.124333333,,0
2000-06-09,2000,6,49.5,-129.6,212,Bird Rock,Central,50.0,0.0,0.0,108272415.273438,45993.0778997862,47,0.124333333,,1
2000-06-09,2000,6,49.33333333333333,-129.5,210,San Simeon,Central,0.0,0.0,0.0,93114062.640625,42466.4877224455,47,0.124333333,,0
2000-06-09,2000,6,49.25,-129.45,209,Cambria,Central,0.0,0.0,0.0,113392509.382813,50187.5057410499,47,0.124333333,,0
2000-06-09,2000,6,49.166666666666664,-129.4,208,Point Estero,Central,50.0,0.0,0.0,131440454.113281,54022.9911876678,47,0.124333333,,1
2000-06-09,2000,6,49.583333333333336,-129.65,213,Cape San Martin,Central,0.0,0.0,0.0,182413502.269531,66912.8529890952,47,0.124333333,,0
2000-07-20,2000,7,34.1,-120.575,31,Gaviota,Southern,0.0,0.0,0.0,79743753.5390625,38413.0629554234,34,0.482333333,,0
2000-07-20,2000,7,34.2,-120.65,32,San Augustine,Southern,0.0,0.0,0.0,158967703.929688,62391.0556566511,34,0.482333333,,0
2000-07-20,2000,7,34.3,-120.725,33,Point Conception,Southern,250.0,200.0,0.0,108727876.082031,46620.6604062794,34,0.482333333,,1
2000-07-20,2000,7,40.25,-124.05,101,San Clemente Island (S),Southern,200.0,200.0,0.0,101219358.652344,45582.2556060464,40,1.236333333,,1
2000-07-20,2000,7,40.333333333333336,-124.1,102,San Clemente Island (W),Southern,800.0,800.0,1616.0,140691594.386719,61206.5048149272,40,1.236333333,,1
2000-07-20,2000,7,41.083333333333336,-124.55,111,Santa Cruz Island (W),Southern,200.0,150.0,0.0,298526566.355469,106386.630850157,41,0.805666667,,1
2000-07-20,2000,7,41.0,-124.5,110,Santa Cruz Island (N),Southern,150.0,75.0,0.0,202560013.265625,77259.7554533626,41,0.805666667,,1
2000-07-20,2000,7,41.25,-124.65,113,Santa Rosa Island (SE),Southern,0.0,0.0,0.0,199471140.644531,76446.9472001531,41,0.805666667,,0
2000-07-20,2000,7,41.416666666666664,-124.75,115,Santa Rosa Island (NW),Southern,0.0,0.0,0.0,201911564.046875,77224.2615954811,41,0.805666667,,0
2000-07-20,2000,7,41.583333333333336,-124.85,117,San Miguel Island (S),Southern,300.0,200.0,0.0,159769639.871094,68172.3467021941,42,0.795666667,,1
2000-07-20,2000,7,34.0,-120.5,30,Tajiguas,Southern,100.0,50.0,0.0,77020619.1328125,36806.1984903489,34,0.482333333,,1
2000-07-20,2000,7,40.416666666666664,-124.15,103,San Clemente Island (N),Southern,2500.0,2000.0,1204.0,211408074.585938,80402.504700318,40,1.236333333,,1
2000-07-20,2000,7,33.9,-120.43333333333334,28,Naples,Southern,0.0,0.0,0.0,93585263.8632813,45572.1036179195,34,0.482333333,,0
2000-07-20,2000,7,41.333333333333336,-124.7,114,Santa Rosa Island (SW),Southern,100.0,50.0,0.0,190701412.59375,70756.7748774603,41,0.805666667,,1
2000-07-20,2000,7,33.7,-120.3,24,Arroyo Burro,Southern,0.0,0.0,0.0,17612712.5273438,19239.7400479643,34,0.482333333,,0
2000-07-20,2000,7,33.75,-120.33333333333333,25,Hope Ranch,Southern,0.0,0.0,0.0,26191806.5898438,22072.1350540989,34,0.482333333,,0
2000-07-20,2000,7,32.6,-119.56666666666666,2,Coronado,Southern,100.0,100.0,0.0,199925316.175781,192832.083718717,33,0.297666667,,1
2000-07-20,2000,7,32.65,-119.6,3,Point Loma,Southern,100.0,100.0,0.0,89235833.0039063,42773.9137463295,33,0.297666667,,1
2000-07-20,2000,7,32.7,-119.63333333333334,4,Del Mar,Southern,0.0,0.0,0.0,135529366.433594,120677.900950876,33,0.297666667,,0
2000-07-20,2000,7,32.8,-119.7,6,Las Flores,Southern,150.0,125.0,0.0,189851665.910156,125176.465579217,33,0.297666667,,1
2000-07-20,2000,7,33.15,-119.93333333333334,13,Palos Verdes,Southern,25.0,0.0,0.0,161349145.34375,65128.7157887485,33,0.297666667,,1
2000-07-20,2000,7,32.75,-119.66666666666667,5,Encinitas,Southern,150.0,125.0,0.0,94460500.6835938,49936.6256761082,33,0.297666667,,1
2000-07-20,2000,7,33.3,-120.03333333333333,16,Malibu,Southern,250.0,0.0,0.0,116603857.792969,48110.9810820924,33,0.297666667,,1
2000-07-20,2000,7,33.35,-120.06666666666666,17,Point Dume,Southern,250.0,0.0,0.0,227537582.628906,80615.5837240345,33,0.297666667,,1
2000-07-20,2000,7,33.4,-120.1,18,Ventura,Southern,100.0,0.0,0.0,77335509.265625,36475.84435286,33,0.297666667,,1
2000-07-20,2000,7,33.45,-120.13333333333334,19,Rincon Point,Southern,100.0,0.0,0.0,90594675.2109375,40331.1613572221,33,0.297666667,,1
2000-07-20,2000,7,33.65,-120.26666666666667,23,Santa Barbara Breakwater,Southern,0.0,0.0,0.0,38846033.1523438,25595.553142593,34,0.482333333,,0
2000-07-20,2000,7,33.2,-119.96666666666667,14,Redondo Beach,Southern,25.0,0.0,0.0,117153862.1875,50352.9789631703,33,0.297666667,,1
2000-07-27,2000,7,49.75,-129.75,215,Pfeiffer Point,Central,800.0,600.0,0.0,95999029.2539063,42675.0467074743,47,0.154,,1
2000-07-27,2000,7,50.16666666666667,-130.0,220,Monterey,Central,400.0,300.0,0.0,152980163.273438,65193.5169392731,47,0.154,,1
2000-07-27,2000,7,50.083333333333336,-129.95,219,Carmel Bay,Central,1200.0,1000.0,0.0,78839781.0429688,44329.762802577,47,0.154,,1
2000-07-27,2000,7,49.916666666666664,-129.85,217,Point Sur,Central,400.0,300.0,0.0,231965286.355469,90216.5337860626,47,0.154,,1
2000-07-27,2000,7,49.83333333333333,-129.8,216,Big Sur,Central,600.0,400.0,0.0,107893424.28125,46350.3541402648,47,0.154,,1
2000-07-27,2000,7,49.66666666666667,-129.7,214,Lopez Point,Central,300.0,200.0,0.0,190496725.132813,71296.7864156144,47,0.154,,1
2000-07-27,2000,7,49.25,-129.45,209,Cambria,Central,0.0,0.0,0.0,113392509.382813,50187.5057410499,47,0.154,,0
2000-07-27,2000,7,49.5,-129.6,212,Bird Rock,Central,600.0,400.0,0.0,108272415.273438,45993.0778997862,47,0.154,,1
2000-07-27,2000,7,49.416666666666664,-129.55,211,Ragged Point,Central,100.0,50.0,0.0,180541262.195313,69790.3299837214,47,0.154,,1
2000-07-27,2000,7,49.33333333333333,-129.5,210,San Simeon,Central,100.0,0.0,0.0,93114062.640625,42466.4877224455,47,0.154,,1
2000-07-27,2000,7,49.166666666666664,-129.4,208,Point Estero,Central,300.0,200.0,0.0,131440454.113281,54022.9911876678,47,0.154,,1
2000-07-27,2000,7,49.583333333333336,-129.65,213,Cape San Martin,Central,200.0,100.0,0.0,182413502.269531,66912.8529890952,47,0.154,,1
2000-07-31,2000,7,41.25,-124.65,113,Rosario Bay,Baja,2200.0,2000.0,408.0,199471140.644531,76446.9472001531,41,0.805666667,,1
2000-07-31,2000,7,41.166666666666664,-124.6,112, ,Baja,1000.0,800.0,0.0,395688317.949219,146917.363366763,41,0.805666667,,1
2000-07-31,2000,7,41.083333333333336,-124.55,111, ,Baja,1200.0,800.0,0.0,298526566.355469,106386.630850157,41,0.805666667,,1
2000-07-31,2000,7,41.0,-124.5,110, ,Baja,350.0,200.0,0.0,202560013.265625,77259.7554533626,41,0.805666667,,1
2000-07-31,2000,7,40.833333333333336,-124.4,108, ,Baja,2400.0,2000.0,0.0,209651319.59375,80241.6418105785,41,0.805666667,,1
2000-07-31,2000,7,40.916666666666664,-124.45,109, ,Baja,0.0,0.0,0.0,269615131.242188,88093.5111454398,41,0.805666667,,0
2000-07-31,2000,7,40.666666666666664,-124.3,106, ,Baja,1000.0,800.0,1184.0,211337759.273438,64976.7117847029,41,0.805666667,,1
2000-07-31,2000,7,40.583333333333336,-124.25,105, ,Baja,0.0,0.0,0.0,792725413.082031,257727.80377374,41,0.805666667,,0
2000-07-31,2000,7,40.5,-124.2,104, ,Baja,0.0,0.0,0.0,320241418.941406,111907.647345301,40,1.236333333,,0
2000-07-31,2000,7,40.416666666666664,-124.15,103, ,Baja,100.0,50.0,0.0,211408074.585938,80402.504700318,40,1.236333333,,1
2000-07-31,2000,7,40.333333333333336,-124.1,102, ,Baja,0.0,0.0,0.0,140691594.386719,61206.5048149272,40,1.236333333,,0
2000-07-31,2000,7,40.75,-124.35,107, ,Baja,800.0,600.0,0.0,255297084.136719,92679.5917024506,41,0.805666667,,1
2000-09-13,2000,9,50.083333333333336,-129.95,219,Carmel Bay,Central,3000.0,2500.0,0.0,78839781.0429688,44329.762802577,47,0.154,,1
2000-09-13,2000,9,49.916666666666664,-129.85,217,Point Sur,Central,800.0,600.0,1034.0,231965286.355469,90216.5337860626,47,0.154,,1
2000-09-13,2000,9,49.83333333333333,-129.8,216,Big Sur,Central,1200.0,1000.0,1213.0,107893424.28125,46350.3541402648,47,0.154,,1
2000-09-13,2000,9,49.75,-129.75,215,Pfeiffer Point,Central,800.0,600.0,593.0,95999029.2539063,42675.0467074743,47,0.154,,1
2000-09-13,2000,9,49.66666666666667,-129.7,214,Lopez Point,Central,800.0,600.0,0.0,190496725.132813,71296.7864156144,47,0.154,,1
2000-09-13,2000,9,50.16666666666667,-130.0,220,Monterey,Central,800.0,600.0,0.0,152980163.273438,65193.5169392731,47,0.154,,1
2000-09-13,2000,9,49.5,-129.6,212,Bird Rock,Central,800.0,600.0,0.0,108272415.273438,45993.0778997862,47,0.154,,1
2000-09-13,2000,9,49.416666666666664,-129.55,211,Ragged Point,Central,300.0,200.0,0.0,180541262.195313,69790.3299837214,47,0.154,,1
2000-09-13,2000,9,49.33333333333333,-129.5,210,San Simeon,Central,300.0,200.0,0.0,93114062.640625,42466.4877224455,47,0.154,,1
2000-09-13,2000,9,49.25,-129.45,209,Cambria,Central,200.0,100.0,0.0,113392509.382813,50187.5057410499,47,0.154,,1
2000-09-13,2000,9,49.166666666666664,-129.4,208,Point Estero,Central,1200.0,1000.0,0.0,131440454.113281,54022.9911876678,47,0.154,,1
2000-09-13,2000,9,49.583333333333336,-129.65,213,Cape San Martin,Central,800.0,600.0,0.0,182413502.269531,66912.8529890952,47,0.154,,1
2000-09-22,2000,9,33.75,-120.33333333333333,25,Hope Ranch,Southern,0.0,0.0,0.0,26191806.5898438,22072.1350540989,34,0.482333333,,0
2000-09-22,2000,9,33.9,-120.43333333333334,28,Naples,Southern,0.0,0.0,0.0,93585263.8632813,45572.1036179195,34,0.482333333,,0
2000-09-22,2000,9,34.0,-120.5,30,Tajiguas,Southern,100.0,50.0,0.0,77020619.1328125,36806.1984903489,34,0.482333333,,1
2000-09-22,2000,9,34.1,-120.575,31,Gaviota,Southern,0.0,0.0,0.0,79743753.5390625,38413.0629554234,34,0.482333333,,0
2000-09-22,2000,9,34.2,-120.65,32,San Augustine,Southern,0.0,0.0,0.0,158967703.929688,62391.0556566511,34,0.482333333,,0
2000-09-22,2000,9,34.3,-120.725,33,Point Conception,Southern,600.0,500.0,0.0,108727876.082031,46620.6604062794,34,0.482333333,,1
2000-09-22,2000,9,40.333333333333336,-124.1,102,San Clemente Island (W),Southern,200.0,100.0,1918.0,140691594.386719,61206.5048149272,40,1.236333333,,1
2000-09-22,2000,9,41.083333333333336,-124.55,111,Santa Cruz Island (W),Southern,0.0,0.0,0.0,298526566.355469,106386.630850157,41,0.805666667,,0
2000-09-22,2000,9,41.0,-124.5,110,Santa Cruz Island (N),Southern,0.0,0.0,0.0,202560013.265625,77259.7554533626,41,0.805666667,,0
2000-09-22,2000,9,41.25,-124.65,113,Santa Rosa Island (SE),Southern,0.0,0.0,0.0,199471140.644531,76446.9472001531,41,0.805666667,,0
2000-09-22,2000,9,41.333333333333336,-124.7,114,Santa Rosa Island (SW),Southern,150.0,50.0,0.0,190701412.59375,70756.7748774603,41,0.805666667,,1
2000-09-22,2000,9,41.416666666666664,-124.75,115,Santa Rosa Island (NW),Southern,200.0,100.0,0.0,201911564.046875,77224.2615954811,41,0.805666667,,1
2000-09-22,2000,9,41.583333333333336,-124.85,117,San Miguel Island (S),Southern,600.0,500.0,0.0,159769639.871094,68172.3467021941,42,0.795666667,,1
2000-09-22,2000,9,41.666666666666664,-124.9,118,San Miguel Island (N),Southern,0.0,0.0,0.0,434676920.347656,116241.700419533,42,0.795666667,,0
2000-09-22,2000,9,33.7,-120.3,24,Arroyo Burro,Southern,0.0,0.0,0.0,17612712.5273438,19239.7400479643,34,0.482333333,,0
2000-09-22,2000,9,40.416666666666664,-124.15,103,San Clemente Island (N),Southern,500.0,400.0,2831.0,211408074.585938,80402.504700318,40,1.236333333,,1
2000-09-22,2000,9,33.65,-120.26666666666667,23,Santa Barbara Breakwater,Southern,0.0,0.0,0.0,38846033.1523438,25595.553142593,34,0.482333333,,0
2000-09-22,2000,9,32.6,-119.56666666666666,2,Coronado,Southern,500.0,400.0,351.0,199925316.175781,192832.083718717,33,0.297666667,,1
2000-09-22,2000,9,33.55,-120.2,21,Summerland,Southern,0.0,0.0,0.0,45669538.4921875,27167.7114952322,34,0.482333333,,0
2000-09-22,2000,9,33.6,-120.23333333333333,22,Santa Barbara,Southern,0.0,0.0,0.0,35111681.0117188,25526.1468934694,34,0.482333333,,0
2000-09-22,2000,9,32.65,-119.6,3,Point Loma,Southern,500.0,400.0,351.0,89235833.0039063,42773.9137463295,33,0.297666667,,1
2000-09-22,2000,9,32.7,-119.63333333333334,4,Del Mar,Southern,300.0,250.0,0.0,135529366.433594,120677.900950876,33,0.297666667,,1
2000-09-22,2000,9,32.75,-119.66666666666667,5,Encinitas,Southern,75.0,25.0,0.0,94460500.6835938,49936.6256761082,33,0.297666667,,1
2000-09-22,2000,9,32.8,-119.7,6,Las Flores,Southern,75.0,25.0,0.0,189851665.910156,125176.465579217,33,0.297666667,,1
2000-09-22,2000,9,32.9,-119.76666666666667,8,Capistrano Beach,Southern,0.0,0.0,0.0,125077977.292969,54446.3560708988,33,0.297666667,,0
2000-09-22,2000,9,32.95,-119.8,9,San Clemente,Southern,0.0,0.0,0.0,145543092.820313,62576.8610991644,33,0.297666667,,0
2000-09-22,2000,9,32.85,-119.73333333333333,7,San Onofre,Southern,0.0,0.0,0.0,238430576.566406,104153.047657926,33,0.297666667,,0
2000-09-22,2000,9,33.2,-119.96666666666667,14,Redondo Beach,Southern,0.0,0.0,0.0,117153862.1875,50352.9789631703,33,0.297666667,,0
2000-09-22,2000,9,33.3,-120.03333333333333,16,Malibu,Southern,100.0,0.0,0.0,116603857.792969,48110.9810820924,33,0.297666667,,1
2000-09-22,2000,9,33.35,-120.06666666666666,17,Point Dume,Southern,100.0,0.0,0.0,227537582.628906,80615.5837240345,33,0.297666667,,1
2000-09-22,2000,9,33.4,-120.1,18,Ventura,Southern,0.0,0.0,0.0,77335509.265625,36475.84435286,33,0.297666667,,0
2000-09-22,2000,9,33.45,-120.13333333333334,19,Rincon Point,Southern,0.0,0.0,0.0,90594675.2109375,40331.1613572221,33,0.297666667,,0
2000-09-22,2000,9,33.5,-120.16666666666667,20,Carpinteria,Southern,0.0,0.0,0.0,83283203.9765625,46375.921760517,33,0.297666667,,0
2000-09-22,2000,9,33.15,-119.93333333333334,13,Palos Verdes,Southern,0.0,0.0,0.0,161349145.34375,65128.7157887485,33,0.297666667,,0
2000-10-25,2000,10,40.916666666666664,-124.45,109, ,Baja,0.0,0.0,0.0,269615131.242188,88093.5111454398,41,0.318333333,,0
2000-10-25,2000,10,41.25,-124.65,113,Rosario Bay,Baja,0.0,0.0,1167.0,199471140.644531,76446.9472001531,41,0.318333333,,0
2000-10-25,2000,10,41.166666666666664,-124.6,112, ,Baja,800.0,600.0,0.0,395688317.949219,146917.363366763,41,0.318333333,,1
2000-10-25,2000,10,41.083333333333336,-124.55,111, ,Baja,800.0,600.0,0.0,298526566.355469,106386.630850157,41,0.318333333,,1
2000-10-25,2000,10,41.0,-124.5,110, ,Baja,0.0,0.0,0.0,202560013.265625,77259.7554533626,41,0.318333333,,0
2000-10-25,2000,10,40.833333333333336,-124.4,108, ,Baja,400.0,300.0,2707.0,209651319.59375,80241.6418105785,41,0.318333333,,1
2000-10-25,2000,10,40.75,-124.35,107, ,Baja,1200.0,800.0,0.0,255297084.136719,92679.5917024506,41,0.318333333,,1
2000-10-25,2000,10,40.666666666666664,-124.3,106, ,Baja,800.0,600.0,423.0,211337759.273438,64976.7117847029,41,0.318333333,,1
2000-10-25,2000,10,40.583333333333336,-124.25,105, ,Baja,0.0,0.0,0.0,792725413.082031,257727.80377374,41,0.318333333,,0
2000-10-25,2000,10,40.5,-124.2,104, ,Baja,0.0,0.0,0.0,320241418.941406,111907.647345301,40,0.54,,0
2000-10-25,2000,10,40.416666666666664,-124.15,103, ,Baja,50.0,0.0,0.0,211408074.585938,80402.504700318,40,0.54,,1
2000-10-25,2000,10,40.333333333333336,-124.1,102, ,Baja,400.0,300.0,0.0,140691594.386719,61206.5048149272,40,0.54,,1
2000-10-30,2000,10,34.0,-120.5,30,Tajiguas,Southern,0.0,0.0,0.0,77020619.1328125,36806.1984903489,34,0.452666667,,0
2000-10-30,2000,10,34.1,-120.575,31,Gaviota,Southern,0.0,0.0,0.0,79743753.5390625,38413.0629554234,34,0.452666667,,0
2000-10-30,2000,10,34.2,-120.65,32,San Augustine,Southern,0.0,0.0,0.0,158967703.929688,62391.0556566511,34,0.452666667,,0
2000-10-30,2000,10,41.666666666666664,-124.9,118,San Miguel Island (N),Southern,0.0,0.0,0.0,434676920.347656,116241.700419533,42,0.294333333,,0
2000-10-30,2000,10,34.3,-120.725,33,Point Conception,Southern,150.0,150.0,0.0,108727876.082031,46620.6604062794,34,0.452666667,,1
2000-10-30,2000,10,40.25,-124.05,101,San Clemente Island (S),Southern,0.0,0.0,0.0,101219358.652344,45582.2556060464,40,0.54,,0
2000-10-30,2000,10,40.333333333333336,-124.1,102,San Clemente Island (W),Southern,800.0,500.0,100.0,140691594.386719,61206.5048149272,40,0.54,,1
2000-10-30,2000,10,41.0,-124.5,110,Santa Cruz Island (N),Southern,150.0,100.0,0.0,202560013.265625,77259.7554533626,41,0.318333333,,1
2000-10-30,2000,10,33.9,-120.43333333333334,28,Naples,Southern,0.0,0.0,0.0,93585263.8632813,45572.1036179195,34,0.452666667,,0
2000-10-30,2000,10,41.083333333333336,-124.55,111,Santa Cruz Island (W),Southern,0.0,0.0,0.0,298526566.355469,106386.630850157,41,0.318333333,,0
2000-10-30,2000,10,41.25,-124.65,113,Santa Rosa Island (SE),Southern,0.0,0.0,0.0,199471140.644531,76446.9472001531,41,0.318333333,,0
2000-10-30,2000,10,41.333333333333336,-124.7,114,Santa Rosa Island (SW),Southern,400.0,300.0,0.0,190701412.59375,70756.7748774603,41,0.318333333,,1
2000-10-30,2000,10,41.416666666666664,-124.75,115,Santa Rosa Island (NW),Southern,0.0,0.0,0.0,201911564.046875,77224.2615954811,41,0.318333333,,0
2000-10-30,2000,10,41.583333333333336,-124.85,117,San Miguel Island (S),Southern,400.0,300.0,0.0,159769639.871094,68172.3467021941,42,0.294333333,,1
2000-10-30,2000,10,40.416666666666664,-124.15,103,San Clemente Island (N),Southern,1700.0,800.0,444.0,211408074.585938,80402.504700318,40,0.54,,1
2000-10-30,2000,10,33.75,-120.33333333333333,25,Hope Ranch,Southern,0.0,0.0,0.0,26191806.5898438,22072.1350540989,34,0.452666667,,0
2000-10-30,2000,10,33.3,-120.03333333333333,16,Malibu,Southern,300.0,0.0,0.0,116603857.792969,48110.9810820924,33,0.333,,1
2000-10-30,2000,10,33.65,-120.26666666666667,23,Santa Barbara Breakwater,Southern,0.0,0.0,0.0,38846033.1523438,25595.553142593,34,0.452666667,,0
2000-10-30,2000,10,33.7,-120.3,24,Arroyo Burro,Southern,0.0,0.0,0.0,17612712.5273438,19239.7400479643,34,0.452666667,,0
2000-10-30,2000,10,32.6,-119.56666666666666,2,Coronado,Southern,1250.0,800.0,1018.0,199925316.175781,192832.083718717,33,0.333,,1
2000-10-30,2000,10,32.65,-119.6,3,Point Loma,Southern,1250.0,800.0,1018.0,89235833.0039063,42773.9137463295,33,0.333,,1
2000-10-30,2000,10,32.7,-119.63333333333334,4,Del Mar,Southern,1000.0,800.0,0.0,135529366.433594,120677.900950876,33,0.333,,1
2000-10-30,2000,10,32.8,-119.7,6,Las Flores,Southern,700.0,500.0,0.0,189851665.910156,125176.465579217,33,0.333,,1
2000-10-30,2000,10,32.85,-119.73333333333333,7,San Onofre,Southern,50.0,25.0,0.0,238430576.566406,104153.047657926,33,0.333,,1
2000-10-30,2000,10,32.9,-119.76666666666667,8,Capistrano Beach,Southern,50.0,25.0,0.0,125077977.292969,54446.3560708988,33,0.333,,1
2000-10-30,2000,10,32.75,-119.66666666666667,5,Encinitas,Southern,700.0,500.0,0.0,94460500.6835938,49936.6256761082,33,0.333,,1
2000-10-30,2000,10,33.15,-119.93333333333334,13,Palos Verdes,Southern,250.0,150.0,0.0,161349145.34375,65128.7157887485,33,0.333,,1
2000-10-30,2000,10,33.2,-119.96666666666667,14,Redondo Beach,Southern,250.0,150.0,0.0,117153862.1875,50352.9789631703,33,0.333,,1
2000-10-30,2000,10,33.35,-120.06666666666666,17,Point Dume,Southern,300.0,0.0,0.0,227537582.628906,80615.5837240345,33,0.333,,1
2000-10-30,2000,10,33.5,-120.16666666666667,20,Carpinteria,Southern,0.0,0.0,0.0,83283203.9765625,46375.921760517,33,0.333,,0
2000-10-30,2000,10,33.55,-120.2,21,Summerland,Southern,0.0,0.0,0.0,45669538.4921875,27167.7114952322,34,0.452666667,,0
2000-10-30,2000,10,33.6,-120.23333333333333,22,Santa Barbara,Southern,0.0,0.0,0.0,35111681.0117188,25526.1468934694,34,0.452666667,,0
2000-10-30,2000,10,32.95,-119.8,9,San Clemente,Southern,0.0,0.0,0.0,145543092.820313,62576.8610991644,33,0.333,,0
2001-03-01,2001,3,34.3,-120.725,33,Point Conception,Southern,100.0,50.0,0.0,108727876.082031,46620.6604062794,34,0.294333333,,1
